41800.0000	82650.0000
41966.6667	82533.3333
41983.3333	82933.3333
42033.3333	82750.0000
42033.3333	82916.6667
42050.0000	82583.3333
42100.0000	82450.0000
42100.0000	83100.0000
42133.3333	82750.0000
42150.0000	82966.6667
42166.6667	82816.6667
42233.3333	82550.0000
42250.0000	81916.6667
42250.0000	82433.3333
42283.3333	83066.6667
42300.0000	82716.6667
42300.0000	83066.6667
42316.6667	82850.0000
42316.6667	82900.0000
42316.6667	82983.3333
42316.6667	83000.0000
42333.3333	82000.0000
42333.3333	82950.0000
42333.3333	83033.3333
42400.0000	82183.3333
42433.3333	81883.3333
42550.0000	81966.6667
42566.6667	81683.3333
42583.3333	82166.6667
42583.3333	82366.6667
42600.0000	81600.0000
42633.3333	80450.0000
42650.0000	80816.6667
42666.6667	81216.6667
42700.0000	81083.3333
42716.6667	81300.0000
42716.6667	82483.3333
42750.0000	81700.0000
42783.3333	80200.0000
42783.3333	80983.3333
42783.3333	81183.3333
42800.0000	80066.6667
42816.6667	81433.3333
